Datum_Zeit (UTC +2h),Radiation (W/m2),Temperature (°C),Precipitation (mm),Wind_mean (km/h),Wind direction (°)
29.06.2019 19:20,10,25.5,0,5.8,16
29.06.2019 19:30,4,24.8,0,6.1,10
29.06.2019 19:40,1,23.9,0,2.9,24
29.06.2019 19:50,0,23.8,0,2.5,355
29.06.2019 20:00,0,22.7,0,2.2,31
29.06.2019 20:10,0,23.6,0,2.5,19
29.06.2019 20:20,0,23,0,1.4,51
29.06.2019 20:30,0,22.4,0,1.1,125
29.06.2019 20:40,0,20.6,0,1.4,62
29.06.2019 20:50,0,22,0,2.2,19
29.06.2019 21:00,0,21.3,0,0.7,38
29.06.2019 21:10,0,21.1,0,1.1,147
29.06.2019 21:20,0,21.4,0,0,0
29.06.2019 21:30,0,21.4,0,0.4,154
29.06.2019 21:40,0,21.8,0,0.7,165
29.06.2019 21:50,0,21.3,0,1.8,225
29.06.2019 22:00,0,20.9,0,1.4,189
29.06.2019 22:10,0,20.7,0,0.4,141
29.06.2019 22:20,0,21.3,0,1.4,197
29.06.2019 22:30,0,20.5,0,4,224
29.06.2019 22:40,0,20.9,0,3.2,211
29.06.2019 22:50,0,19.4,0,2.9,220
29.06.2019 23:00,0,20.7,0,0.4,192
29.06.2019 23:10,0,19.6,0,2.5,187
29.06.2019 23:20,0,20.3,0,4,177
29.06.2019 23:30,0,20.5,0,4,162
29.06.2019 23:40,0,19.1,0,3.2,181
29.06.2019 23:50,0,19,0,2.9,195
30.06.2019 00:00,0,19.5,0,2.9,193
30.06.2019 00:10,0,18.8,0,3.6,204
30.06.2019 00:20,0,18.4,0,4.3,217
30.06.2019 00:30,0,19,0,2.9,221
30.06.2019 00:40,0,19,0,1.1,137
30.06.2019 00:50,0,19,0,0.7,168
30.06.2019 01:00,0,18.9,0,2.2,180
30.06.2019 01:10,0,19.2,0,4,185
30.06.2019 01:20,0,19.6,0,4.3,181
30.06.2019 01:30,0,18.8,0,4.7,182
30.06.2019 01:40,0,18.7,0,2.2,186
30.06.2019 01:50,0,19.7,0,3.6,193
30.06.2019 02:00,0,17.5,0,3.6,205
30.06.2019 02:10,0,18.3,0,3.6,187
30.06.2019 02:20,0,18.2,0,4.3,198
30.06.2019 02:30,0,18.4,0,4.7,201
30.06.2019 02:40,0,18.4,0,4.7,204
30.06.2019 02:50,0,17.2,0,2.9,208
30.06.2019 03:00,0,17.9,0,2.9,206
30.06.2019 03:10,0,17.7,0,2.2,192
30.06.2019 03:20,0,17.9,0,0.4,202
30.06.2019 03:30,1,17.8,0,2.5,232
30.06.2019 03:40,3,17.9,0,4,226
30.06.2019 03:50,7,18.1,0,3.2,205
30.06.2019 04:00,13,17.1,0,3.2,207
30.06.2019 04:10,20,18.3,0,3.2,206
30.06.2019 04:20,27,17.5,0,4.3,207
30.06.2019 04:30,35,18.1,0,4,199
30.06.2019 04:40,65,18.4,0,5.4,196
30.06.2019 04:50,95,18.8,0,5.8,195
30.06.2019 05:00,121,19.1,0,6.8,205
30.06.2019 05:10,145,20.6,0,6.8,191
30.06.2019 05:20,170,20.6,0,7.6,206
30.06.2019 05:30,198,21.3,0,6.5,205
30.06.2019 05:40,227,21.6,0,5.4,200
30.06.2019 05:50,253,21.1,0,6.8,231
30.06.2019 06:00,279,21.7,0,6.1,220
30.06.2019 06:10,306,23,0,6.5,198
30.06.2019 06:20,334,23.3,0,8.6,166
30.06.2019 06:30,363,23.6,0,9,160
30.06.2019 06:40,395,23.8,0,9.7,162
30.06.2019 06:50,429,24.1,0,9,151
30.06.2019 07:00,462,24.8,0,6.1,166
30.06.2019 07:10,489,25.1,0,6.8,183
30.06.2019 07:20,515,25.4,0,7.2,193
30.06.2019 07:30,540,25.8,0,5.8,199
30.06.2019 07:40,567,26,0,6.8,206
30.06.2019 07:50,595,26.4,0,5.4,187
30.06.2019 08:00,622,26.1,0,6.1,239
30.06.2019 08:10,649,26.6,0,5.8,232
30.06.2019 08:20,677,26.7,0,5.4,221
30.06.2019 08:30,700,26.9,0,5,242
30.06.2019 08:40,725,27.6,0,5.8,224
30.06.2019 08:50,749,28.3,0,7.6,236
30.06.2019 09:00,762,28.3,0,10.1,247
30.06.2019 09:10,790,28.1,0,10.1,253
30.06.2019 09:20,804,28.6,0,9.7,242
30.06.2019 09:30,825,29.4,0,8.3,250
30.06.2019 09:40,843,29.3,0,8.3,267
30.06.2019 09:50,857,29.6,0,9.4,270
30.06.2019 10:00,868,29.9,0,10.4,266
30.06.2019 10:10,879,30,0,11.9,248
30.06.2019 10:20,888,30.4,0,14.4,248
30.06.2019 10:30,898,30.6,0,14.4,257
30.06.2019 10:40,909,30.5,0,13,265
30.06.2019 10:50,919,30.9,0,10.8,238
30.06.2019 11:00,914,31.1,0,12.6,253
30.06.2019 11:10,932,31.2,0,13.3,248
30.06.2019 11:20,939,31.5,0,13.3,245
30.06.2019 11:30,938,31.6,0,13,242
30.06.2019 11:40,929,31.9,0,11.9,234
30.06.2019 11:50,928,31.9,0,9.4,249
30.06.2019 12:00,920,32.4,0,10.4,284
30.06.2019 12:10,920,33.1,0,8.3,300
30.06.2019 12:20,913,32.3,0,8.3,241
30.06.2019 12:30,907,32.8,0,8.6,260
30.06.2019 12:40,898,32.4,0,5,295
30.06.2019 12:50,889,32.8,0,6.8,269
30.06.2019 13:00,876,33,0,7.2,287
30.06.2019 13:10,862,33.2,0,6.5,283
30.06.2019 13:20,849,33,0,9.7,303
30.06.2019 13:30,843,32.9,0,8.3,291
30.06.2019 13:40,830,32.9,0,5.8,274
30.06.2019 13:50,816,33.6,0,6.8,300
30.06.2019 14:00,802,33.2,0,7.2,280
30.06.2019 14:10,773,33.3,0,6.1,276
30.06.2019 14:20,757,33.3,0,9,247
30.06.2019 14:30,732,33.6,0,8.3,254
30.06.2019 14:40,708,33.3,0,6.8,256
30.06.2019 14:50,692,33.7,0,6.1,227
30.06.2019 15:00,667,33.5,0,6.8,236
30.06.2019 15:10,641,33.4,0,2.5,168
30.06.2019 15:20,625,33.3,0,6.1,318
30.06.2019 15:30,586,33.2,0,3.2,24
30.06.2019 15:40,569,33.4,0,5,245
30.06.2019 15:50,527,33.1,0,7.6,232
30.06.2019 16:00,521,33.4,0,4.3,226
30.06.2019 16:10,489,33.3,0,5,226
30.06.2019 16:20,451,33.3,0,4.7,230
30.06.2019 16:30,420,33,0,8.3,260
30.06.2019 16:40,394,33,0,4.3,274
30.06.2019 16:50,365,32.9,0,6.1,243
30.06.2019 17:00,330,32.9,0,5.4,244
30.06.2019 17:10,280,32.7,0,4,240
30.06.2019 17:20,227,32.7,0,4.7,262
30.06.2019 17:30,207,32.3,0,2.2,261
30.06.2019 17:40,209,32,0,1.4,258
30.06.2019 17:50,198,33.1,0,2.5,340
30.06.2019 18:00,167,32.6,0,1.8,285
30.06.2019 18:10,141,30.8,0,2.9,326
30.06.2019 18:20,114,31,0,2.9,10
30.06.2019 18:30,86,30.5,0,1.4,65
30.06.2019 18:40,61,28.5,0,0,0
30.06.2019 18:50,53,26.8,0,0,0
30.06.2019 19:00,42,27.4,0,1.4,285
30.06.2019 19:10,30,26.6,0,2.9,32
30.06.2019 19:20,15,25.2,0,3.6,32
30.06.2019 19:30,5,26.3,0,1.8,55
30.06.2019 19:40,2,26.8,0,2.2,122
30.06.2019 19:50,0,25.3,0,0.7,68
30.06.2019 20:00,0,26.1,0,2.5,222
30.06.2019 20:10,0,26,0,2.5,250
30.06.2019 20:20,0,26.2,0,1.8,166
30.06.2019 20:30,0,26.6,0,3.6,152
30.06.2019 20:40,0,26.3,0,3.6,167
30.06.2019 20:50,0,26.2,0,2.9,171
30.06.2019 21:00,0,25.9,0,3.2,168
30.06.2019 21:10,0,24.8,0,5,208
30.06.2019 21:20,0,25.5,0,4,166
30.06.2019 21:30,0,25,0,6.1,160
30.06.2019 21:40,0,25.2,0,6.8,213
30.06.2019 21:50,0,25.4,0,7.2,185
30.06.2019 22:00,0,23.8,0,6.1,240
30.06.2019 22:10,0,24.1,0,4.3,201
30.06.2019 22:20,0,24.9,0,3.6,166
30.06.2019 22:30,0,24.8,0,4,197
30.06.2019 22:40,0,24.4,0,4.3,195
30.06.2019 22:50,0,25.3,0,4.7,184
30.06.2019 23:00,0,26,0,12.2,217
30.06.2019 23:10,0,26.2,0,20.2,230
30.06.2019 23:20,0,25.9,0,22,236
30.06.2019 23:30,0,25.7,0,19.1,238
30.06.2019 23:40,0,25.5,0,21.2,244
30.06.2019 23:50,0,25,0,20.5,246
01.07.2019 00:00,0,24.7,0,15.5,243
01.07.2019 00:10,0,24.5,0,11.2,238
01.07.2019 00:20,0,24.7,0,9.7,194
01.07.2019 00:30,0,24.3,0,8.3,160
01.07.2019 00:40,0,26.8,0,12.6,169
01.07.2019 00:50,0,27.1,0,5.8,176
01.07.2019 01:00,0,26.2,0,5,148
01.07.2019 01:10,0,24.3,0,7.9,86
01.07.2019 01:20,0,23.5,0,8.6,352
01.07.2019 01:30,0,24.2,0,2.5,358
01.07.2019 01:40,0,24.4,0,6.5,41
01.07.2019 01:50,0,24.1,0,9.4,13
01.07.2019 02:00,0,25,0,6.8,357
01.07.2019 02:10,0,24.7,0,10.4,358
01.07.2019 02:20,0,27.3,0,7.6,42
01.07.2019 02:30,0,26.3,0,10.4,148
01.07.2019 02:40,0,24.9,0,9.7,114
01.07.2019 02:50,0,24.4,0,14.8,118
01.07.2019 03:00,0,23.1,0,20.2,153
01.07.2019 03:10,0,22.9,0,14,184
01.07.2019 03:20,0,22.6,0,16.9,191
01.07.2019 03:30,0,22.6,0,13.3,190
01.07.2019 03:40,1,22.3,0,18,180
01.07.2019 03:50,6,21.9,0,15.8,160
01.07.2019 04:00,12,21.7,0,14.8,157
01.07.2019 04:10,16,21.6,0,13,154
01.07.2019 04:20,24,21.6,0,11.9,165
01.07.2019 04:30,37,21.8,0,10.4,161
01.07.2019 04:40,43,21.4,0,9.4,161
01.07.2019 04:50,43,21.5,0,8.6,156
01.07.2019 05:00,41,21.7,0,7.2,160
01.07.2019 05:10,70,21.5,0,9.4,157
01.07.2019 05:20,85,22,0,6.5,173
01.07.2019 05:30,84,21.7,0,4.3,186
01.07.2019 05:40,237,22.6,0,5,185
01.07.2019 05:50,285,22.9,0,11.2,180
01.07.2019 06:00,228,23,0,11.2,169
01.07.2019 06:10,320,23.7,0,10.4,158
01.07.2019 06:20,385,23.7,0,11.5,180
01.07.2019 06:30,195,22.7,0,8.3,211
01.07.2019 06:40,187,23.1,0,6.5,203
01.07.2019 06:50,166,23.1,0,5,215
01.07.2019 07:00,164,22.9,0,5.8,321
01.07.2019 07:10,168,23.1,0,3.6,25
01.07.2019 07:20,199,22.8,0,3.2,353
01.07.2019 07:30,208,23.4,0,3.6,17
01.07.2019 07:40,318,24,0,4.7,34
01.07.2019 07:50,520,24.4,0,4.7,132
01.07.2019 08:00,642,25.1,0,6.1,150
01.07.2019 08:10,662,25.3,0,5.4,192
01.07.2019 08:20,686,26.3,0,7.2,182
01.07.2019 08:30,708,26.8,0,7.6,171
01.07.2019 08:40,730,26.9,0,7.6,209
01.07.2019 08:50,749,27.1,0,7.9,227
01.07.2019 09:00,772,27.4,0,7.2,219
01.07.2019 09:10,788,27.7,0,7.9,200
01.07.2019 09:20,809,27.5,0,10.4,174
01.07.2019 09:30,822,27.3,0,10.8,140
01.07.2019 09:40,837,27.4,0,6.8,171
01.07.2019 09:50,850,27.6,0,6.5,118
01.07.2019 10:00,862,28.1,0,5.8,99
01.07.2019 10:10,876,28.4,0,3.2,91
01.07.2019 10:20,885,29,0,3.2,142
01.07.2019 10:30,897,28.5,0,3.2,125
01.07.2019 10:40,906,28.9,0,6.5,9
01.07.2019 10:50,912,29.3,0,4,353
01.07.2019 11:00,918,29.4,0,6.5,330
01.07.2019 11:10,923,29.4,0,4.7,194
01.07.2019 11:20,927,29.9,0,5,288
01.07.2019 11:30,930,29.8,0,5.8,267
01.07.2019 11:40,929,30.4,0,7.6,256
01.07.2019 11:50,926,30.3,0,8.6,256
01.07.2019 12:00,920,30.3,0,11.2,293
01.07.2019 12:10,915,30.4,0,10.4,298
01.07.2019 12:20,908,30.2,0,7.6,310
01.07.2019 12:30,902,30.6,0,4.3,291
01.07.2019 12:40,894,30.4,0,6.8,306
01.07.2019 12:50,883,30.8,0,9.4,333
01.07.2019 13:00,873,30.8,0,11.2,299
01.07.2019 13:10,862,30.9,0,12.6,295
01.07.2019 13:20,853,31.1,0,9,288
01.07.2019 13:30,841,30.9,0,9,290
01.07.2019 13:40,829,31.6,0,9.4,272
01.07.2019 13:50,808,31.2,0,9.7,291
01.07.2019 14:00,790,31.4,0,11.2,279
01.07.2019 14:10,772,31.3,0,11.5,288
01.07.2019 14:20,753,31.5,0,11.2,278
01.07.2019 14:30,738,31.4,0,11.2,285
01.07.2019 14:40,735,31.2,0,11.5,286
01.07.2019 14:50,721,31.1,0,9.7,276
01.07.2019 15:00,534,30.7,0,7.9,278
01.07.2019 15:10,546,30.8,0,8.6,265
01.07.2019 15:20,630,31.3,0,9.7,253
01.07.2019 15:30,627,31,0,11.5,266
01.07.2019 15:40,580,30.7,0,9.4,250
01.07.2019 15:50,519,30.7,0,9.4,296
01.07.2019 16:00,525,30.4,0,6.1,322
01.07.2019 16:10,485,30.5,0,7.2,319
01.07.2019 16:20,461,28.1,0,18.7,36
01.07.2019 16:30,431,27.8,0,23.8,44
01.07.2019 16:40,399,27.5,0,16.6,38
01.07.2019 16:50,331,27.3,0,19.1,48
01.07.2019 17:00,149,26.4,0,14.8,30
01.07.2019 17:10,123,25.9,0,12.6,14
01.07.2019 17:20,126,25.9,0,15.8,7
01.07.2019 17:30,95,25.3,0,14.8,23
01.07.2019 17:40,74,24.4,0,15.1,21
01.07.2019 17:50,75,24,0,15.1,6
01.07.2019 18:00,67,23.9,0,11.2,18
01.07.2019 18:10,90,24.2,0,16.6,6
01.07.2019 18:20,73,24.1,0,18.7,16
01.07.2019 18:30,64,24.3,0,13,60
01.07.2019 18:40,39,22.6,0,8.3,359
01.07.2019 18:50,24,23.2,0,5.8,3
01.07.2019 19:00,13,23,0,5.4,226
01.07.2019 19:10,4,23.8,0,4,162
01.07.2019 19:20,2,24.5,0,9.4,132
01.07.2019 19:30,1,24.7,0,5,189
01.07.2019 19:40,0,24.3,0,9.7,165
01.07.2019 19:50,0,24.5,0,8.6,156
01.07.2019 20:00,0,24.5,0,10.1,159
01.07.2019 20:10,0,24.4,0,9,158
01.07.2019 20:20,0,24.3,0,6.1,157
01.07.2019 20:30,0,24.5,0,9.4,170
01.07.2019 20:40,0,23.7,0,11.5,151
01.07.2019 20:50,0,23.3,0,16.2,138
01.07.2019 21:00,0,23.3,0,14,160
01.07.2019 21:10,0,22.8,0,12.6,149
01.07.2019 21:20,0,22.7,0,11.5,156
01.07.2019 21:30,0,22.6,0,6.5,143
01.07.2019 21:40,0,22.3,0,4.7,132
01.07.2019 21:50,0,22.4,0,4.7,126
01.07.2019 22:00,0,23,0,5.8,173
01.07.2019 22:10,0,22.5,0,7.2,165
01.07.2019 22:20,0,22.3,0,7.6,152
01.07.2019 22:30,0,22.7,0,6.1,162
01.07.2019 22:40,0,22.4,0,6.1,181
01.07.2019 22:50,0,22.1,0,7.2,232
01.07.2019 23:00,0,22,0,2.9,238
01.07.2019 23:10,0,22.4,0,12.6,227
01.07.2019 23:20,0,21.7,0,12.6,239
01.07.2019 23:30,0,21,0,10.8,251
01.07.2019 23:40,0,20.4,0,6.5,226
01.07.2019 23:50,0,19.9,0,2.5,159
02.07.2019 00:00,0,19.8,0.1,3.6,43
02.07.2019 00:10,0,19.5,0,4.3,165
02.07.2019 00:20,0,19.7,0,3.2,179
02.07.2019 00:30,0,19.3,0,4.3,227
02.07.2019 00:40,0,19.3,0,4.3,227
02.07.2019 00:50,0,18.8,0,4.3,165
02.07.2019 01:00,0,18.6,0,2.9,177
02.07.2019 01:10,0,18.4,0,4,148
02.07.2019 01:20,0,18.4,0,6.1,153
02.07.2019 01:30,0,18.6,0,3.2,146
02.07.2019 01:40,0,18.9,0,2.9,167
02.07.2019 01:50,0,18.2,0,4.7,220
02.07.2019 02:00,0,17.8,0,3.2,182
02.07.2019 02:10,0,18.4,0,4.3,134
02.07.2019 02:20,0,18.3,0,2.9,184
02.07.2019 02:30,0,18,0,5.4,228
02.07.2019 02:40,0,18,0,4.3,239
02.07.2019 02:50,0,18.3,0,0.4,198
02.07.2019 03:00,0,18.1,0,0.4,0
02.07.2019 03:10,0,17.7,0,2.5,9
02.07.2019 03:20,0,18,0,1.1,16
02.07.2019 03:30,0,17.8,0,0.7,41
02.07.2019 03:40,2,17.8,0,0.7,136
02.07.2019 03:50,5,17.5,0,0.4,160
02.07.2019 04:00,10,17.3,0,1.4,357
02.07.2019 04:10,16,17.7,0,3.2,268
02.07.2019 04:20,33,17.8,0,4,227
02.07.2019 04:30,41,17.8,0,1.1,140
02.07.2019 04:40,53,18.3,0,1.4,182
02.07.2019 04:50,83,18.9,0,4,159
02.07.2019 05:00,106,18.4,0,4.3,211
02.07.2019 05:10,103,18.8,0,1.8,168
02.07.2019 05:20,78,19.2,0,3.2,169
02.07.2019 05:30,90,19.1,0,6.5,145
02.07.2019 05:40,95,19.3,0,7.9,148
02.07.2019 05:50,120,19.4,0,7.2,159
