Datum_Zeit (UTC +2h),Radiation (W/m2),Temperature (°C),Precipitation (mm),Wind_mean (km/h),Wind direction (°)
19.07.2019 15:40,570,27.6,0,10.8,273
19.07.2019 15:50,546,27.6,0,9.4,282
19.07.2019 16:00,518,27.6,0,7.2,253
19.07.2019 16:10,491,27,0,6.8,261
19.07.2019 16:20,461,27.1,0,9,270
19.07.2019 16:30,432,27.3,0,5.8,267
19.07.2019 16:40,404,27.5,0,8.3,293
19.07.2019 16:50,371,27.4,0,5,318
19.07.2019 17:00,341,27.4,0,9.4,285
19.07.2019 17:10,309,27.3,0,8.6,285
19.07.2019 17:20,277,26.8,0,8.3,301
19.07.2019 17:30,249,27.3,0,6.5,300
19.07.2019 17:40,218,27.1,0,7.9,269
19.07.2019 17:50,189,26.8,0,5.4,276
19.07.2019 18:00,158,26.5,0,5.8,266
19.07.2019 18:10,130,26.7,0,5,280
19.07.2019 18:20,104,26.5,0,4.7,284
19.07.2019 18:30,81,26.3,0,4.3,282
19.07.2019 18:40,58,26,0,2.9,283
19.07.2019 18:50,39,24.1,0,1.8,289
19.07.2019 19:00,23,23,0,1.4,355
19.07.2019 19:10,11,22.6,0,3.6,23
19.07.2019 19:20,4,21.1,0,5,29
19.07.2019 19:30,1,20.6,0,3.6,30
19.07.2019 19:40,0,21.4,0,7.2,18
19.07.2019 19:50,0,21.3,0,7.9,28
19.07.2019 20:00,0,20.9,0,9.7,23
19.07.2019 20:10,0,20.6,0,11.2,24
19.07.2019 20:20,0,20.4,0,11.5,26
19.07.2019 20:30,0,20.6,0,9.7,28
19.07.2019 20:40,0,20.8,0,4.3,39
19.07.2019 20:50,0,20.8,0,0.7,320
19.07.2019 21:00,0,18.7,0,4.3,355
19.07.2019 21:10,0,18.9,0,3.6,26
19.07.2019 21:20,0,18.4,0,6.1,30
19.07.2019 21:30,0,19.9,0,7.9,36
19.07.2019 21:40,0,18.7,0,6.8,33
19.07.2019 21:50,0,18.9,0,3.6,90
19.07.2019 22:00,0,17.9,0,1.1,259
19.07.2019 22:10,0,18.1,0,1.1,325
19.07.2019 22:20,0,17.5,0,1.1,127
19.07.2019 22:30,0,16.7,0,1.8,24
19.07.2019 22:40,0,17.7,0,1.1,352
19.07.2019 22:50,0,17.1,0,0.4,0
19.07.2019 23:00,0,17.1,0,1.8,174
19.07.2019 23:10,0,16.8,0,1.1,161
19.07.2019 23:20,0,17,0,1.4,136
19.07.2019 23:30,0,16.1,0,0.4,213
19.07.2019 23:40,0,17.2,0,0.7,205
19.07.2019 23:50,0,16.5,0,0,0
20.07.2019 00:00,0,16,0,0,0
20.07.2019 00:10,0,16,0,0.7,145
20.07.2019 00:20,0,15.9,0,1.4,206
20.07.2019 00:30,0,15.8,0,1.4,171
20.07.2019 00:40,0,16.1,0,3.2,214
20.07.2019 00:50,0,15,0,3.2,217
20.07.2019 01:00,0,15.5,0,2.2,203
20.07.2019 01:10,0,15.9,0,1.1,203
20.07.2019 01:20,0,15.6,0,0.7,214
20.07.2019 01:30,0,15.1,0,2.5,157
20.07.2019 01:40,0,14.8,0,1.4,183
20.07.2019 01:50,0,15.2,0,0.7,186
20.07.2019 02:00,0,15.4,0,0.7,173
20.07.2019 02:10,0,15.4,0,2.5,205
20.07.2019 02:20,0,14.6,0,0.7,199
20.07.2019 02:30,0,14.6,0,1.8,184
20.07.2019 02:40,0,15.3,0,2.9,181
20.07.2019 02:50,0,15.1,0,3.2,194
20.07.2019 03:00,0,14.3,0,1.4,221
20.07.2019 03:10,0,14.2,0,1.8,230
20.07.2019 03:20,0,14.2,0,2.2,227
20.07.2019 03:30,0,14.6,0,1.8,220
20.07.2019 03:40,0,14.4,0,1.1,217
20.07.2019 03:50,1,14.4,0,0.7,170
20.07.2019 04:00,4,14.4,0,0.4,0
20.07.2019 04:10,10,14.1,0,2.5,237
20.07.2019 04:20,18,13.8,0,0.7,213
20.07.2019 04:30,23,14.1,0,2.2,142
20.07.2019 04:40,30,14.6,0,3.6,157
20.07.2019 04:50,49,14.3,0,2.5,174
20.07.2019 05:00,61,14.7,0,3.2,202
20.07.2019 05:10,118,14.9,0,2.5,213
20.07.2019 05:20,145,15.5,0,2.2,229
20.07.2019 05:30,157,15.8,0,2.9,233
20.07.2019 05:40,189,16.5,0,2.2,233
20.07.2019 05:50,252,17,0,2.5,220
20.07.2019 06:00,278,17.7,0,2.9,218
20.07.2019 06:10,235,17.9,0,4,220
20.07.2019 06:20,210,18.2,0,5,228
20.07.2019 06:30,272,18.6,0,4,236
20.07.2019 06:40,312,19.3,0,4.7,229
20.07.2019 06:50,342,19.6,0,4.7,229
20.07.2019 07:00,384,20,0,5.4,256
20.07.2019 07:10,412,20.4,0,3.6,219
20.07.2019 07:20,446,21,0,4.3,201
20.07.2019 07:30,491,21.4,0,4.3,196
20.07.2019 07:40,459,21.8,0,5,210
20.07.2019 07:50,523,22.3,0,5,198
20.07.2019 08:00,521,22.6,0,5.4,212
20.07.2019 08:10,555,23.1,0,3.6,201
20.07.2019 08:20,619,23.6,0,5.8,250
20.07.2019 08:30,655,23.5,0,6.1,255
20.07.2019 08:40,625,23.8,0,7.6,243
20.07.2019 08:50,668,24,0,10.1,228
20.07.2019 09:00,682,24.1,0,5.8,247
20.07.2019 09:10,463,23.9,0,7.2,245
20.07.2019 09:20,391,23.6,0,6.5,215
20.07.2019 09:30,609,24.4,0,6.8,266
20.07.2019 09:40,622,24.7,0,5.8,271
20.07.2019 09:50,555,24.8,0,6.1,231
20.07.2019 10:00,649,24.9,0,5.4,210
20.07.2019 10:10,573,25.1,0,11.2,245
20.07.2019 10:20,815,25.3,0,11.2,244
20.07.2019 10:30,937,26.7,0,7.6,235
20.07.2019 10:40,674,26.4,0,9,234
20.07.2019 10:50,545,26.6,0,15.1,230
20.07.2019 11:00,850,27.5,0,13.7,252
20.07.2019 11:10,908,28,0,17.3,245
20.07.2019 11:20,897,28.3,0,15.8,258
20.07.2019 11:30,920,28.8,0,19.4,256
20.07.2019 11:40,920,28.7,0,15.8,255
20.07.2019 11:50,901,28.8,0,20.2,276
20.07.2019 12:00,1005,29.2,0,18.4,260
20.07.2019 12:10,1002,29.5,0,16.9,264
20.07.2019 12:20,1003,29.5,0,19.8,267
20.07.2019 12:30,779,28.8,0,21.2,279
20.07.2019 12:40,965,29,0,17.3,275
20.07.2019 12:50,794,29.7,0,21.2,291
20.07.2019 13:00,762,29.3,0,18,280
20.07.2019 13:10,413,28.5,0,19.1,288
20.07.2019 13:20,606,28.8,0,15.5,283
20.07.2019 13:30,817,29.5,0,17.3,269
20.07.2019 13:40,693,29.5,0,18,262
20.07.2019 13:50,570,29.2,0,15.8,260
20.07.2019 14:00,284,28.3,0,22,241
20.07.2019 14:10,240,28,0,19.4,242
20.07.2019 14:20,287,27.7,0,20.5,242
20.07.2019 14:30,376,27.9,0,19.1,244
20.07.2019 14:40,417,27.6,0,19.4,255
20.07.2019 14:50,247,27.2,0,15.5,256
20.07.2019 15:00,330,27.4,0,14.8,255
20.07.2019 15:10,352,27.7,0,13,243
20.07.2019 15:20,339,27.4,0,14,243
20.07.2019 15:30,566,28.1,0,11.5,250
20.07.2019 15:40,425,28.1,0,5.4,243
20.07.2019 15:50,295,27.5,0,9.7,258
20.07.2019 16:00,352,27.8,0,4,239
20.07.2019 16:10,353,28,0,7.2,233
20.07.2019 16:20,367,28.2,0,5,235
20.07.2019 16:30,365,28.4,0,3.2,241
20.07.2019 16:40,254,28.1,0,7.2,251
20.07.2019 16:50,142,27.6,0,9,250
20.07.2019 17:00,221,27.8,0,6.1,245
20.07.2019 17:10,247,27.8,0,7.2,238
20.07.2019 17:20,307,28,0,11.5,240
20.07.2019 17:30,138,27.1,0,11.9,232
20.07.2019 17:40,124,27.2,0,10.1,241
20.07.2019 17:50,112,26.8,0,6.1,247
20.07.2019 18:00,109,27,0,4,254
20.07.2019 18:10,83,26.8,0,3.6,247
20.07.2019 18:20,62,26.5,0,2.9,205
20.07.2019 18:30,57,26.5,0,4,216
20.07.2019 18:40,40,26.1,0,5,219
20.07.2019 18:50,24,26.1,0,4.3,263
20.07.2019 19:00,12,25.3,0,3.6,220
20.07.2019 19:10,7,24.9,0,5.4,201
20.07.2019 19:20,2,25.4,0,4.3,221
20.07.2019 19:30,0,25.1,0,5.4,224
20.07.2019 19:40,0,24.6,0,4.7,202
20.07.2019 19:50,0,25,0,4.7,222
20.07.2019 20:00,0,24.6,0,4.3,221
20.07.2019 20:10,0,24,0,4.3,212
20.07.2019 20:20,0,23.5,0,3.6,197
20.07.2019 20:30,0,23.4,0,3.2,187
20.07.2019 20:40,0,23.8,0,3.2,176
20.07.2019 20:50,0,22.4,0,1.1,183
20.07.2019 21:00,0,23.3,0,0.4,165
20.07.2019 21:10,0,23.3,0,1.4,177
20.07.2019 21:20,0,23.1,0,1.1,152
20.07.2019 21:30,0,21.8,0,0.4,127
20.07.2019 21:40,0,22,0,1.8,132
20.07.2019 21:50,0,22.6,0,2.9,153
20.07.2019 22:00,0,22.3,0,4.3,139
20.07.2019 22:10,0,22.7,0,6.5,162
20.07.2019 22:20,0,23,0,5.8,177
20.07.2019 22:30,0,22.3,0,4,157
20.07.2019 22:40,0,21.2,0,4.3,173
20.07.2019 22:50,0,21.2,0,4,186
20.07.2019 23:00,0,21.9,0,2.9,181
20.07.2019 23:10,0,21.5,0,3.2,161
20.07.2019 23:20,0,20.5,0,4.3,156
20.07.2019 23:30,0,21.1,0,4,171
20.07.2019 23:40,0,21.7,0,6.1,157
20.07.2019 23:50,0,21.8,0,5,168
21.07.2019 00:00,0,21.2,0,3.6,188
21.07.2019 00:10,0,22.4,0,4.7,203
21.07.2019 00:20,0,23,0,4.7,200
21.07.2019 00:30,0,22.7,0,5,202
21.07.2019 00:40,0,22.8,0,7.9,225
21.07.2019 00:50,0,22.6,0,7.2,237
21.07.2019 01:00,0,22.5,0,8.3,242
21.07.2019 01:10,0,22.8,0,12.6,251
21.07.2019 01:20,0,22.7,0,14.8,237
21.07.2019 01:30,0,22.8,0,16.2,256
21.07.2019 01:40,0,22.7,0,9.4,247
21.07.2019 01:50,0,22.1,0,12.6,239
21.07.2019 02:00,0,21.9,0,10.4,245
21.07.2019 02:10,0,21.8,0,12.2,240
21.07.2019 02:20,0,21.9,0,11.5,250
21.07.2019 02:30,0,21.6,0.1,9.7,251
21.07.2019 02:40,0,20.8,0,7.2,259
21.07.2019 02:50,0,19.9,0.3,8.3,261
21.07.2019 03:00,0,19.7,0,9.4,254
21.07.2019 03:10,0,19.6,0,4.7,235
21.07.2019 03:20,0,19.5,0,4,206
21.07.2019 03:30,0,18.4,3.8,10.4,282
21.07.2019 03:40,0,18.5,1.1,13.3,300
21.07.2019 03:50,0,18.6,0,7.9,278
21.07.2019 04:00,1,18.6,0,2.2,217
21.07.2019 04:10,2,18.1,0.4,3.6,144
21.07.2019 04:20,3,18.1,0,3.6,141
21.07.2019 04:30,6,18.3,0,6.1,175
21.07.2019 04:40,11,18.3,0,5.4,153
21.07.2019 04:50,12,18.5,0,4.3,132
21.07.2019 05:00,8,18.4,0.1,4.3,145
21.07.2019 05:10,9,18.4,0,4,140
21.07.2019 05:20,27,18.7,0,4.7,160
21.07.2019 05:30,41,18.8,0,4.3,160
21.07.2019 05:40,38,19,0,2.9,174
21.07.2019 05:50,63,19,0,2.2,219
21.07.2019 06:00,40,18.9,0,2.9,237
21.07.2019 06:10,55,19.1,0.1,5.8,183
21.07.2019 06:20,103,19.3,0,5.4,167
21.07.2019 06:30,111,19.4,0,5,175
21.07.2019 06:40,150,19.5,0,7.6,177
21.07.2019 06:50,249,19.8,0,6.5,168
21.07.2019 07:00,173,19.7,0,7.6,175
21.07.2019 07:10,124,19.6,0,6.8,155
21.07.2019 07:20,113,19.6,0,6.1,179
21.07.2019 07:30,120,19.5,0,7.6,168
21.07.2019 07:40,243,19.6,0,9.7,155
21.07.2019 07:50,250,19.8,0,10.4,159
21.07.2019 08:00,307,19.9,0,9.7,154
21.07.2019 08:10,305,20.2,0,7.9,154
21.07.2019 08:20,351,20.3,0,7.6,152
21.07.2019 08:30,426,20.9,0,7.2,169
21.07.2019 08:40,411,21.2,0,6.8,162
21.07.2019 08:50,648,21.9,0,8.3,153
21.07.2019 09:00,718,22.2,0,7.9,169
21.07.2019 09:10,805,22.7,0,6.1,199
21.07.2019 09:20,746,22.8,0,6.1,231
21.07.2019 09:30,813,23.7,0,5.4,223
21.07.2019 09:40,514,23.2,0,5.4,269
21.07.2019 09:50,720,23.3,0,5,273
21.07.2019 10:00,648,23.1,0,3.6,290
21.07.2019 10:10,779,23.6,0,2.9,222
21.07.2019 10:20,797,24.6,0,5.4,206
21.07.2019 10:30,871,24.5,0,6.1,213
21.07.2019 10:40,857,24.9,0,6.8,216
21.07.2019 10:50,922,25.3,0,6.5,219
21.07.2019 11:00,890,25.1,0,8.6,208
21.07.2019 11:10,887,25.6,0,8.6,234
21.07.2019 11:20,940,26.6,0,7.9,279
21.07.2019 11:30,948,26,0,12.2,263
21.07.2019 11:40,930,26.4,0,6.8,262
21.07.2019 11:50,936,26.1,0,6.8,222
21.07.2019 12:00,938,26.5,0,8.6,236
21.07.2019 12:10,934,26.9,0,5.4,249
21.07.2019 12:20,928,26.9,0,9.4,219
21.07.2019 12:30,921,28.2,0,5.8,219
21.07.2019 12:40,946,28,0,7.2,254
21.07.2019 12:50,935,27.6,0,13.7,272
21.07.2019 13:00,902,27.9,0,10.1,267
21.07.2019 13:10,881,28,0,7.6,242
21.07.2019 13:20,817,28.1,0,10.8,275
21.07.2019 13:30,673,27.8,0,8.6,294
21.07.2019 13:40,923,28.2,0,9.7,273
21.07.2019 13:50,874,29,0,13.3,309
21.07.2019 14:00,650,27.7,0,10.8,265
21.07.2019 14:10,676,28.9,0,9.4,314
21.07.2019 14:20,565,28.5,0,13.3,337
21.07.2019 14:30,641,29,0,11.5,341
21.07.2019 14:40,678,28.6,0,9.4,337
21.07.2019 14:50,623,28.7,0,10.4,11
21.07.2019 15:00,644,28.2,0,9.7,334
21.07.2019 15:10,598,28.2,0,8.6,312
21.07.2019 15:20,621,28.3,0,7.9,291
21.07.2019 15:30,593,28,0,5,349
21.07.2019 15:40,529,28.2,0,5.4,301
21.07.2019 15:50,521,28.4,0,9.4,293
21.07.2019 16:00,508,28.2,0,7.9,312
21.07.2019 16:10,472,28.5,0,10.4,314
21.07.2019 16:20,444,28.1,0,9,346
21.07.2019 16:30,411,28.6,0,10.8,328
21.07.2019 16:40,377,28.7,0,10.1,330
21.07.2019 16:50,345,28.2,0,10.8,324
21.07.2019 17:00,313,27.8,0,11.5,340
21.07.2019 17:10,279,27.8,0,12.6,5
21.07.2019 17:20,242,27.3,0,11.2,15
21.07.2019 17:30,194,27,0,10.1,14
21.07.2019 17:40,154,26.3,0,10.4,22
21.07.2019 17:50,160,26.5,0,10.1,22
21.07.2019 18:00,148,26.5,0,10.4,23
21.07.2019 18:10,100,26,0,8.3,29
21.07.2019 18:20,87,25.9,0,7.2,28
21.07.2019 18:30,78,25.4,0,6.8,28
21.07.2019 18:40,54,25.5,0,6.8,29
21.07.2019 18:50,24,24.9,0,6.5,27
21.07.2019 19:00,14,24.6,0,5,47
21.07.2019 19:10,10,24.4,0,5,54
21.07.2019 19:20,3,23.9,0,5,43
21.07.2019 19:30,0,24,0,5.8,47
21.07.2019 19:40,0,23,0,5.4,37
21.07.2019 19:50,0,21.9,0,5.8,24
21.07.2019 20:00,0,22.3,0,5.4,14
21.07.2019 20:10,0,22.3,0,5,14
21.07.2019 20:20,0,21.6,0,4.7,13
21.07.2019 20:30,0,20.7,0,6.8,10
21.07.2019 20:40,0,20.7,0,7.6,11
21.07.2019 20:50,0,21,0,7.2,10
21.07.2019 21:00,0,20,0,7.6,10
21.07.2019 21:10,0,20.1,0,6.8,12
21.07.2019 21:20,0,19.5,0,7.2,18
21.07.2019 21:30,0,19.2,0,8.3,20
21.07.2019 21:40,0,19,0,8.3,18
21.07.2019 21:50,0,19.2,0,7.6,20
21.07.2019 22:00,0,19,0,5.8,5
21.07.2019 22:10,0,18.5,0,4,14
21.07.2019 22:20,0,18.8,0,5.4,13
21.07.2019 22:30,0,18,0,4.7,12
21.07.2019 22:40,0,18.4,0,4,7
21.07.2019 22:50,0,18,0,3.2,22
21.07.2019 23:00,0,18.3,0,2.9,19
21.07.2019 23:10,0,17.2,0,4,6
21.07.2019 23:20,0,17.8,0,0.7,129
21.07.2019 23:30,0,18.1,0,1.1,56
21.07.2019 23:40,0,18.2,0,0.7,143
21.07.2019 23:50,0,17.6,0,0.4,114
22.07.2019 00:00,0,17.8,0,0,0
22.07.2019 00:10,0,18.1,0,1.1,151
22.07.2019 00:20,0,18.6,0,1.4,183
22.07.2019 00:30,0,18.2,0,2.2,171
22.07.2019 00:40,0,18.5,0,2.9,152
22.07.2019 00:50,0,18.8,0,4,154
22.07.2019 01:00,0,18,0,3.6,155
22.07.2019 01:10,0,18.1,0,3.6,175
22.07.2019 01:20,0,17.3,0,0.7,191
22.07.2019 01:30,0,17.1,0,1.8,214
22.07.2019 01:40,0,17.3,0,1.8,167
22.07.2019 01:50,0,17.9,0,2.9,161
22.07.2019 02:00,0,18,0,4.3,160
22.07.2019 02:10,0,17.8,0,2.2,153
22.07.2019 02:20,0,17.4,0,1.1,196
22.07.2019 02:30,0,17.3,0,0,0
22.07.2019 02:40,0,17.4,0,2.2,160
22.07.2019 02:50,0,17.2,0,3.2,188
22.07.2019 03:00,0,17.3,0,6.1,219
22.07.2019 03:10,0,16.7,0,4,200
22.07.2019 03:20,0,17,0,2.2,161
22.07.2019 03:30,0,17.4,0,2.2,144
22.07.2019 03:40,0,17.1,0,2.9,182
22.07.2019 03:50,0,16.8,0,2.9,181
22.07.2019 04:00,2,16.8,0,1.8,187
22.07.2019 04:10,7,16.5,0,2.9,205
22.07.2019 04:20,16,17.2,0,2.9,165
22.07.2019 04:30,28,17.4,0,3.2,182
22.07.2019 04:40,40,16.9,0,2.2,196
22.07.2019 04:50,58,17.3,0,3.6,197
22.07.2019 05:00,88,17.3,0,4,202
22.07.2019 05:10,109,17.6,0,1.4,246
22.07.2019 05:20,140,17.8,0,0,0
22.07.2019 05:30,169,18.2,0,0,0
22.07.2019 05:40,191,18.7,0,0,0
22.07.2019 05:50,222,18.8,0,0,0
22.07.2019 06:00,228,19.5,0,0,0
22.07.2019 06:10,266,20.1,0,0,0
22.07.2019 06:20,294,20.6,0,1.4,147
22.07.2019 06:30,320,21,0,4.3,139
22.07.2019 06:40,351,21.4,0,5.4,149
22.07.2019 06:50,371,21.6,0,4.3,148
22.07.2019 07:00,407,22,0,4.7,169
22.07.2019 07:10,461,22.3,0,3.2,198
22.07.2019 07:20,486,22.2,0,3.6,172
22.07.2019 07:30,505,22.8,0,3.6,167
22.07.2019 07:40,537,23.1,0,1.4,102
22.07.2019 07:50,543,23.4,0,2.5,94
22.07.2019 08:00,560,23.8,0,3.6,111
22.07.2019 08:10,569,23.6,0,1.8,115
22.07.2019 08:20,597,24,0,1.8,0
22.07.2019 08:30,615,24.3,0,2.2,150
22.07.2019 08:40,668,24.5,0,1.4,252
22.07.2019 08:50,662,25.1,0,3.2,33
22.07.2019 09:00,678,25.1,0,4,48
22.07.2019 09:10,707,26.4,0,2.2,90
22.07.2019 09:20,733,25.4,0,5,354
22.07.2019 09:30,768,25.6,0,4.3,358
22.07.2019 09:40,765,25.9,0,5.4,15
22.07.2019 09:50,748,26.8,0,2.2,136
22.07.2019 10:00,821,26.6,0,5,24
22.07.2019 10:10,808,26.5,0,6.8,40
22.07.2019 10:20,702,26.6,0,7.6,31
22.07.2019 10:30,842,27.4,0,6.8,356
22.07.2019 10:40,859,27.1,0,6.8,48
22.07.2019 10:50,895,28,0,8.3,44
22.07.2019 11:00,825,27.7,0,6.5,11
22.07.2019 11:10,898,28.2,0,2.9,323
22.07.2019 11:20,992,28.4,0,5,87
22.07.2019 11:30,875,28.8,0,5.8,50
22.07.2019 11:40,604,28.2,0,6.8,276
22.07.2019 11:50,924,29.4,0,5.4,353
22.07.2019 12:00,868,28.8,0,7.6,20
22.07.2019 12:10,807,28.5,0,5.8,309
22.07.2019 12:20,768,28.7,0,4.7,63
22.07.2019 12:30,818,29.3,0,4.7,50
22.07.2019 12:40,989,28.9,0,6.8,66
22.07.2019 12:50,858,29.2,0,8.3,70
22.07.2019 13:00,626,29.6,0,6.5,1
22.07.2019 13:10,793,29.3,0,7.6,274
22.07.2019 13:20,754,29.1,0,7.6,245
22.07.2019 13:30,923,29.6,0,3.2,176
22.07.2019 13:40,848,29.9,0,7.6,208
22.07.2019 13:50,676,29.8,0,6.8,183
22.07.2019 14:00,619,29.5,0,5.4,222
22.07.2019 14:10,542,29.5,0,4.3,222
22.07.2019 14:20,677,29.8,0,2.2,259
22.07.2019 14:30,620,30.2,0,5.4,78
22.07.2019 14:40,535,30.1,0,7.9,20
22.07.2019 14:50,376,29.7,0,7.9,4
22.07.2019 15:00,641,30,0,8.3,9
22.07.2019 15:10,463,29.9,0,9,55
22.07.2019 15:20,586,30,0,7.2,67
22.07.2019 15:30,349,29.4,0,11.2,51
22.07.2019 15:40,376,29.6,0,12.6,3
22.07.2019 15:50,379,29.3,0,11.2,26
22.07.2019 16:00,295,28.8,0,13.7,36
22.07.2019 16:10,247,28.5,0,13.7,25
22.07.2019 16:20,231,28.3,0,10.8,36
22.07.2019 16:30,237,28.5,0,8.3,39
22.07.2019 16:40,317,29.1,0,6.5,32
22.07.2019 16:50,320,29,0,10.1,33
22.07.2019 17:00,341,29.2,0,9.4,34
22.07.2019 17:10,284,29,0,9.7,28
22.07.2019 17:20,193,28.8,0,9.4,28
22.07.2019 17:30,154,28.4,0,10.4,30
22.07.2019 17:40,126,28.4,0,9.4,36
22.07.2019 17:50,123,27.9,0,9,47
22.07.2019 18:00,111,27.6,0,9,46
22.07.2019 18:10,83,27.5,0,10.8,44
22.07.2019 18:20,65,27.3,0,9.4,46
22.07.2019 18:30,45,27.1,0,10.4,42
22.07.2019 18:40,31,26.5,0,8.6,44
22.07.2019 18:50,21,26.1,0,8.6,41
22.07.2019 19:00,12,25.5,0,9,37
22.07.2019 19:10,6,25.2,0,9.4,34
22.07.2019 19:20,2,25,0,9.4,36
22.07.2019 19:30,0,24.8,0,11.5,35
22.07.2019 19:40,0,24.6,0,11.5,34
22.07.2019 19:50,0,24.1,0,11.9,30
22.07.2019 20:00,0,24.3,0,13,31
22.07.2019 20:10,0,23.6,0,11.5,32
22.07.2019 20:20,0,23.5,0,10.8,32
22.07.2019 20:30,0,23.5,0,10.1,33
22.07.2019 20:40,0,23.3,0,9.7,32
22.07.2019 20:50,0,23.2,0,9.4,32
22.07.2019 21:00,0,23.1,0,9.4,30
22.07.2019 21:10,0,22.4,0,5.4,23
22.07.2019 21:20,0,21.9,0,2.2,3
22.07.2019 21:30,0,22.2,0,2.5,293
22.07.2019 21:40,0,20.2,0,3.2,327
22.07.2019 21:50,0,21.7,0,5,10
22.07.2019 22:00,0,21,0,7.2,27
22.07.2019 22:10,0,20.3,0,8.3,41
22.07.2019 22:20,0,19.7,0,8.6,44
22.07.2019 22:30,0,19.8,0,9,39
22.07.2019 22:40,0,19.6,0,7.2,34
22.07.2019 22:50,0,19.6,0,1.8,343
22.07.2019 23:00,0,18.5,0,0.7,335
22.07.2019 23:10,0,18,0,2.2,9
22.07.2019 23:20,0,18.8,0,1.4,358
22.07.2019 23:30,0,18.7,0,1.4,33
22.07.2019 23:40,0,18.2,0,1.1,26
22.07.2019 23:50,0,18.1,0,1.4,18
23.07.2019 00:00,0,17.9,0,1.8,30
23.07.2019 00:10,0,17.9,0,4.3,17
23.07.2019 00:20,0,17.9,0,4.3,13
23.07.2019 00:30,0,17.9,0,2.2,50
23.07.2019 00:40,0,18,0,0.4,116
23.07.2019 00:50,0,17.4,0,2.5,8
23.07.2019 01:00,0,16.9,0,2.2,28
23.07.2019 01:10,0,16.9,0,1.1,113
23.07.2019 01:20,0,17.6,0,0.7,35
23.07.2019 01:30,0,17,0,0.4,25
23.07.2019 01:40,0,16.4,0,2.2,16
23.07.2019 01:50,0,16.7,0,2.5,13
23.07.2019 02:00,0,16.6,0,2.9,22
23.07.2019 02:10,0,17.6,0,0.7,35
23.07.2019 02:20,0,16.3,0,0.7,30
23.07.2019 02:30,0,15.3,0,2.5,18
23.07.2019 02:40,0,16.7,0,1.4,14
23.07.2019 02:50,0,16.8,0,1.4,26
23.07.2019 03:00,0,16.5,0,2.5,36
23.07.2019 03:10,0,16.4,0,0.4,28
23.07.2019 03:20,0,15.9,0,0.4,28
23.07.2019 03:30,0,15.1,0,2.5,3
23.07.2019 03:40,0,16.1,0,2.9,28
23.07.2019 03:50,1,16.1,0,2.2,2
